Date,Adj Close,Close,High,Low,Open,Volume
2019-01-02 00:00:00+00:00,1281,1281,1286,1277.599976,1286,149
2019-01-03 00:00:00+00:00,1291.800049,1291.800049,1292,1286.699951,1286.800049,10
2019-01-04 00:00:00+00:00,1282.699951,1282.699951,1294.199951,1275.300049,1294.199951,34
2019-01-07 00:00:00+00:00,1286.800049,1286.800049,1286.800049,1286.599976,1286.800049,2
2019-01-08 00:00:00+00:00,1283.199951,1283.199951,1283.199951,1278.199951,1280.5,54
2019-01-09 00:00:00+00:00,1289.300049,1289.300049,1289.300049,1279.199951,1279.400024,102
2019-01-10 00:00:00+00:00,1284.699951,1284.699951,1284.699951,1284.699951,1284.699951,0
2019-01-11 00:00:00+00:00,1287.099976,1287.099976,1291.199951,1286.300049,1291.199951,11
2019-01-14 00:00:00+00:00,1289.099976,1289.099976,1293.900024,1289.099976,1292.400024,7
2019-01-15 00:00:00+00:00,1286.199951,1286.199951,1292.699951,1286.199951,1290.099976,3
2019-01-16 00:00:00+00:00,1291.599976,1291.599976,1291.599976,1291.599976,1291.599976,2
2019-01-17 00:00:00+00:00,1291,1291,1292.699951,1288.5,1291.599976,10
2019-01-18 00:00:00+00:00,1281.300049,1281.300049,1281.300049,1281.300049,1281.300049,3
2019-01-22 00:00:00+00:00,1282.5,1282.5,1283.300049,1282.5,1282.5,7
2019-01-23 00:00:00+00:00,1283.099976,1283.099976,1283.900024,1278.699951,1281.699951,14
2019-01-24 00:00:00+00:00,1279.099976,1279.099976,1279.099976,1278.5,1279.099976,1
2019-01-25 00:00:00+00:00,1297.400024,1297.400024,1297.400024,1297.400024,1297.400024,0
2019-01-28 00:00:00+00:00,1302.400024,1302.400024,1307.099976,1298.400024,1300.800049,54
2019-01-29 00:00:00+00:00,1308.199951,1308.199951,1308.199951,1308.199951,1308.199951,213607
2019-01-30 00:00:00+00:00,1309.900024,1309.900024,1323.400024,1308.099976,1310.400024,54958
2019-01-31 00:00:00+00:00,1319.699951,1319.699951,1325.400024,1316.699951,1320,1970
2019-02-01 00:00:00+00:00,1316.900024,1316.900024,1320.699951,1315.400024,1320.300049,878
2019-02-04 00:00:00+00:00,1314.300049,1314.300049,1318.099976,1308.300049,1318.099976,675
2019-02-05 00:00:00+00:00,1314.199951,1314.199951,1315.099976,1311,1311.099976,362
2019-02-06 00:00:00+00:00,1309.5,1309.5,1313.5,1305,1312.5,358
2019-02-07 00:00:00+00:00,1309.400024,1309.400024,1310.400024,1302.199951,1302.900024,203
2019-02-08 00:00:00+00:00,1313.699951,1313.699951,1314,1307.800049,1309.5,122
2019-02-11 00:00:00+00:00,1307,1307,1313.400024,1304.699951,1313.400024,119
2019-02-12 00:00:00+00:00,1309.199951,1309.199951,1312,1307.599976,1310,109
2019-02-13 00:00:00+00:00,1310.800049,1310.800049,1316,1308.099976,1311.599976,143
2019-02-14 00:00:00+00:00,1309.800049,1309.800049,1311.800049,1301.599976,1305,858
2019-02-15 00:00:00+00:00,1318.099976,1318.099976,1318.800049,1313.599976,1313.599976,190
2019-02-19 00:00:00+00:00,1340.099976,1340.099976,1340.099976,1320.5,1320.900024,390
2019-02-20 00:00:00+00:00,1343.300049,1343.300049,1344,1338,1342.199951,581
2019-02-21 00:00:00+00:00,1323.5,1323.5,1334.900024,1320.900024,1331.300049,414
2019-02-22 00:00:00+00:00,1329.199951,1329.199951,1331.300049,1321,1324.199951,718
2019-02-25 00:00:00+00:00,1325.900024,1325.900024,1331.599976,1325.599976,1329.199951,185
2019-02-26 00:00:00+00:00,1325.099976,1325.099976,1325.5,1323.300049,1323.300049,939
2019-02-27 00:00:00+00:00,1317.699951,1317.699951,1327.900024,1316.5,1327.699951,604
2019-02-28 00:00:00+00:00,1312.800049,1312.800049,1323.699951,1311.5,1321.099976,141
2019-03-01 00:00:00+00:00,1296.400024,1296.400024,1312.199951,1288.900024,1312.199951,110
2019-03-04 00:00:00+00:00,1284.800049,1284.800049,1287,1281.900024,1285.5,28
2019-03-05 00:00:00+00:00,1282,1282,1287,1282,1287,114
2019-03-06 00:00:00+00:00,1284.900024,1284.900024,1287.099976,1282.599976,1287.099976,14
2019-03-07 00:00:00+00:00,1283.800049,1283.800049,1284.599976,1281,1281,11
2019-03-08 00:00:00+00:00,1297,1297,1297.400024,1291.599976,1292.099976,10
2019-03-11 00:00:00+00:00,1288.800049,1288.800049,1291,1288.800049,1291,9
2019-03-12 00:00:00+00:00,1296.300049,1296.300049,1296.300049,1294.699951,1294.699951,1
2019-03-13 00:00:00+00:00,1307.5,1307.5,1307.5,1307.5,1307.5,0
2019-03-14 00:00:00+00:00,1293.400024,1293.400024,1293.400024,1293.400024,1293.400024,1
2019-03-15 00:00:00+00:00,1301.800049,1301.800049,1304.699951,1300.5,1300.900024,26
2019-03-18 00:00:00+00:00,1300.300049,1300.300049,1302.199951,1297.300049,1297.300049,8
2019-03-19 00:00:00+00:00,1305,1305,1306.900024,1304.800049,1306.900024,20
2019-03-20 00:00:00+00:00,1300.5,1300.5,1300.699951,1300.5,1300.699951,2
2019-03-21 00:00:00+00:00,1306.099976,1306.099976,1306.099976,1306.099976,1306.099976,0
2019-03-22 00:00:00+00:00,1311.599976,1311.599976,1311.599976,1311.599976,1311.599976,0
2019-03-25 00:00:00+00:00,1321.900024,1321.900024,1322.900024,1320.699951,1320.699951,19
2019-03-26 00:00:00+00:00,1314.300049,1314.300049,1315.599976,1314.300049,1315.599976,1
2019-03-27 00:00:00+00:00,1309.900024,1309.900024,1309.900024,1309.900024,1309.900024,206263
2019-03-28 00:00:00+00:00,1289.800049,1289.800049,1311.099976,1287.699951,1308.400024,87798
2019-03-29 00:00:00+00:00,1293,1293,1298.5,1286.099976,1289.599976,1265
2019-04-01 00:00:00+00:00,1288.400024,1288.400024,1295.900024,1285.699951,1291.800049,675
2019-04-02 00:00:00+00:00,1290,1290,1290.900024,1284.5,1286.300049,525
2019-04-03 00:00:00+00:00,1289.900024,1289.900024,1293.099976,1287.5,1291.400024,172
2019-04-04 00:00:00+00:00,1289,1289,1292.599976,1279.5,1290.599976,269
